uid,domainID,siteID,plotID,namedLocation,plotType,nlcdClass,subplotID,coreCoordinateX,coreCoordinateY,geodeticDatum,decimalLatitude,decimalLongitude,coordinateUncertainty,elevation,elevationUncertainty,samplingProtocolVersion,startDate,collectDate,sampleTiming,biophysicalCriteria,eventID,standingWaterDepth,nTransBoutType,boutType,samplingImpractical,incubationMethod,incubationCondition,sampleID,sampleCode,toxicodendronPossible,horizon,horizonDetails,soilTemp,litterDepth,sampleTopDepth,sampleBottomDepth,sampleExtent,soilSamplingDevice,soilCoreCount,geneticSampleID,geneticSampleCode,geneticSampleCondition,geneticSamplePrepMethod,geneticArchiveSample1ID,geneticArchiveSample1Code,geneticArchiveSample1Condition,geneticArchiveSample2ID,geneticArchiveSample2Code,geneticArchiveSample2Condition,geneticArchiveSample3ID,geneticArchiveSample3Code,geneticArchiveSample3Condition,geneticArchiveSample4ID,geneticArchiveSample4Code,geneticArchiveSample4Condition,geneticArchiveSample5ID,geneticArchiveSample5Code,geneticArchiveSample5Condition,geneticArchiveSamplePrepMethod,geneticArchiveContainer,biomassID,biomassCode,biomassSampleCondition,remarks,collectedBy,dataQF,publicationDate,release,dpID,site_download,year_download,source_table
b55791ad-83fd-4021-8263-bd93e999b72e,D18,BARR,BARR_004,BARR_004.basePlot.bgc,distributed,sedgeHerbaceous,41_400,25,31.5,WGS84,71.241422,-156.502856,20,6.3,0.01,NEON.DOC.014048vO,2023-08-08T20:47:00Z,2023-08-08T20:47:00Z,peakGreenness,OK - no known exceptions,BARR.peakGreenness.2023,0,No,microbes,OK,no incubation,NA,BARR_004-M-41-20230808,A00000427815,N,M,Thin O horizon present,6,0,0,27.7,obstruction,brownie cutter,1,NA,NA,NA,NA,NA,C00000055901,NA,NA,C00000055898,NA,NA,C00000055899,NA,NA,C00000055902,NA,NA,C00000055900,NA,dry ice,5 mL vial,NA,NA,NA,Obstruction = permafrost,0009-0002-9286-7877,NA,20251217T194017Z,RELEASE-2026,DP1.10086.001,BARR,2023,sls_soilCoreCollection
7cf874f0-3c0c-4adb-9d59-53c8a53cce89,D18,BARR,BARR_004,BARR_004.basePlot.bgc,distributed,sedgeHerbaceous,39_400,17.5,36.5,WGS84,71.241422,-156.502856,20,6.3,0.01,NEON.DOC.014048vO,2023-08-08T21:09:00Z,2023-08-08T21:09:00Z,peakGreenness,OK - no known exceptions,BARR.peakGreenness.2023,0,No,microbes,OK,no incubation,NA,BARR_004-O-39-20230808,A00000427814,N,O,Water table encountered,7.6,0,0,30,maximum,brownie cutter,1,NA,NA,NA,NA,NA,C00000055895,NA,NA,C00000055894,NA,NA,C00000055897,NA,NA,C00000055893,NA,NA,C00000055896,NA,dry ice,5 mL vial,NA,NA,NA,NA,0009-0002-9286-7877,NA,20251217T194017Z,RELEASE-2026,DP1.10086.001,BARR,2023,sls_soilCoreCollection
a66c1375-b1de-4222-9e50-6484d0c94260,D18,BARR,BARR_004,BARR_004.basePlot.bgc,distributed,sedgeHerbaceous,23_400,30,3,WGS84,71.241422,-156.502856,20,6.3,0.01,NEON.DOC.014048vO,2023-08-08T21:35:00Z,2023-08-08T21:35:00Z,peakGreenness,OK - no known exceptions,BARR.peakGreenness.2023,0,No,microbes,OK,no incubation,NA,BARR_004-M-23-20230808,A00000427813,N,M,OK,6.2,0,0,22.5,entire,brownie cutter,1,NA,NA,NA,NA,NA,C00000055891,NA,NA,C00000055888,NA,NA,C00000055892,NA,NA,C00000055890,NA,NA,C00000055889,NA,dry ice,5 mL vial,NA,NA,NA,NA,0009-0002-9286-7877,NA,20251217T194017Z,RELEASE-2026,DP1.10086.001,BARR,2023,sls_soilCoreCollection
2a1a85c2-4e46-470b-9f10-6cc6a50b9824,D18,BARR,BARR_005,BARR_005.basePlot.bgc,distributed,sedgeHerbaceous,21_400,16.5,4.5,WGS84,71.242584,-156.311981,20.1,4,0.1,NEON.DOC.014048vO,2023-08-08T22:28:00Z,2023-08-08T22:28:00Z,peakGreenness,OK - no known exceptions,BARR.peakGreenness.2023,0,No,microbes,OK,no incubation,NA,BARR_005-O-21-20230808,A00000427816,N,O,OK,5.9,0,0,14.7,entire,brownie cutter,1,NA,NA,NA,NA,NA,C00000055883,NA,NA,C00000055885,NA,NA,C00000055887,NA,NA,C00000055886,NA,NA,C00000055884,NA,dry ice,5 mL vial,NA,NA,NA,NA,0000-0002-0123-6184,NA,20251217T194017Z,RELEASE-2026,DP1.10086.001,BARR,2023,sls_soilCoreCollection
6599c8a3-3044-43cd-918d-43ec2bb1f425,D18,BARR,BARR_005,BARR_005.basePlot.bgc,distributed,sedgeHerbaceous,23_400,23.5,3.5,WGS84,71.242584,-156.311981,20.1,4,0.1,NEON.DOC.004130vE,2023-08-08T22:53:00Z,2023-08-08T22:53:00Z,peakGreenness,OK - no known exceptions,BARR.peakGreenness.2023,15,No,microbes,OK,no incubation,NA,BARR_005-O-23-20230808,A00000427817,N,O,OK,5.5,0,0,15.7,entire,brownie cutter,1,NA,NA,NA,NA,NA,C00000055873,NA,NA,C00000055877,NA,NA,C00000055876,NA,NA,C00000055875,NA,NA,C00000055874,NA,dry ice,5 mL vial,NA,NA,NA,NA,0000-0002-0123-6184,NA,20251217T194017Z,RELEASE-2026,DP1.10086.001,BARR,2023,sls_soilCoreCollection
81a16ab4-b597-4d86-ad8f-300a7d4edeb6,D18,BARR,BARR_005,BARR_005.basePlot.bgc,distributed,sedgeHerbaceous,41_400,23.5,32,WGS84,71.242584,-156.311981,20.1,4,0.1,NEON.DOC.014048vO,2023-08-08T23:09:00Z,2023-08-08T23:09:00Z,peakGreenness,OK - no known exceptions,BARR.peakGreenness.2023,0,No,microbes,OK,no incubation,NA,BARR_005-O-41-20230808,A00000427818,N,O,OK,3.6,0,0,4.5,entire,brownie cutter,2,NA,NA,NA,NA,NA,C00000055881,NA,NA,C00000055880,NA,NA,C00000055878,NA,NA,C00000055879,NA,NA,C00000055882,NA,dry ice,5 mL vial,NA,NA,NA,NA,0000-0002-0123-6184,NA,20251217T194017Z,RELEASE-2026,DP1.10086.001,BARR,2023,sls_soilCoreCollection
a98d3d87-35f3-45ea-96f8-d79ec6e1d08d,D18,BARR,BARR_006,BARR_006.basePlot.bgc,distributed,sedgeHerbaceous,39_400,7.5,29.5,WGS84,71.258067,-156.602012,20,7.9,0.03,NEON.DOC.004130vE,2023-08-08T23:22:00Z,2023-08-08T23:22:00Z,peakGreenness,OK - no known exceptions,BARR.peakGreenness.2023,7,No,microbes,OK,no incubation,NA,BARR_006-O-39-20230808,A00000427793,N,O,OK,NA,0,0,28.4,entire,brownie cutter,1,NA,NA,NA,NA,NA,C00000055992,NA,NA,C00000055993,NA,NA,C00000055994,NA,NA,C00000055908,NA,NA,C00000055909,NA,dry ice,5 mL vial,NA,NA,NA,soil temp not measured due to standing water,0009-0007-1610-5287,NA,20251217T194017Z,RELEASE-2026,DP1.10086.001,BARR,2023,sls_soilCoreCollection
b9cbd67c-4a79-4961-aed1-28d93e3a3fa5,D18,BARR,BARR_006,BARR_006.basePlot.bgc,distributed,sedgeHerbaceous,41_400,25.5,35,WGS84,71.258067,-156.602012,20,7.9,0.03,NEON.DOC.004130vE,2023-08-08T23:49:00Z,2023-08-08T23:49:00Z,peakGreenness,OK - no known exceptions,BARR.peakGreenness.2023,3,No,microbes,OK,no incubation,NA,BARR_006-O-41-20230808,A00000427794,N,O,OK,8.2,0,0,30,maximum,brownie cutter,1,NA,NA,NA,NA,NA,C00000055990,NA,NA,C00000055989,NA,NA,C00000055982,NA,NA,C00000055984,NA,NA,C00000055983,NA,dry ice,5 mL vial,NA,NA,NA,NA,0009-0007-1610-5287,NA,20251217T194017Z,RELEASE-2026,DP1.10086.001,BARR,2023,sls_soilCoreCollection
a3a52f2b-11a6-4a5c-917b-125b0c2a0a6b,D18,BARR,BARR_006,BARR_006.basePlot.bgc,distributed,sedgeHerbaceous,23_400,38,5.5,WGS84,71.258067,-156.602012,20,7.9,0.03,NEON.DOC.004130vE,2023-08-09T00:12:00Z,2023-08-09T00:12:00Z,peakGreenness,OK - no known exceptions,BARR.peakGreenness.2023,13,No,microbes,OK,no incubation,NA,BARR_006-O-23-20230808,A00000427792,N,O,OK,NA,0,0,30,maximum,brownie cutter,1,NA,NA,NA,NA,NA,C00000055987,NA,NA,C00000055986,NA,NA,C00000055988,NA,NA,C00000055991,NA,NA,C00000055985,NA,dry ice,5 mL vial,NA,NA,NA,soil temp not measured due to standing water. Encountered permafrost at 30 cm,0009-0007-1610-5287,NA,20251217T194017Z,RELEASE-2026,DP1.10086.001,BARR,2023,sls_soilCoreCollection
865a624f-76b0-4ee3-8ce2-b5b6b03bfa73,D18,BARR,BARR_051,BARR_051.basePlot.bgc,tower,emergentHerbaceousWetlands,21_400,6,14,WGS84,71.285604,-156.607878,20,5.3,0.01,NEON.DOC.014048vO,2023-08-09T19:14:00Z,2023-08-09T19:14:00Z,peakGreenness,OK - no known exceptions,BARR.peakGreenness.2023,0,No,microbes,OK,no incubation,NA,BARR_051-O-21-20230809,A00000427795,N,O,OK,5.1,0,0,11,entire,brownie cutter,1,NA,NA,NA,NA,NA,C00000055915,NA,NA,C00000055918,NA,NA,C00000055916,NA,NA,C00000055919,NA,NA,C00000055917,NA,dry ice,5 mL vial,NA,NA,NA,NA,0009-0002-9286-7877,NA,20251217T194017Z,RELEASE-2026,DP1.10086.001,BARR,2023,sls_soilCoreCollection
